"Region Code","Timestamp (Hour Ending)","CAL Demand (MWh)","CAR Demand (MWh)","CENT Demand (MWh)","FLA Demand (MWh)","MIDA Demand (MWh)","MIDW Demand (MWh)","NE Demand (MWh)","NW Demand (MWh)","NY Demand (MWh)","SE Demand (MWh)","SW Demand (MWh)","TEN Demand (MWh)","TEX Demand (MWh)"
US48,"6/12/2024, Eastern Time",842254,668184,883515,807875,2240650,2081828,296445,1079715,400073,724798,415866,448204,1416011
US48,"6/13/2024, Eastern Time",777195,697231,935914,829113,2496562,2222545,310422,1087294,437863,766546,409469,496988,1486449
US48,"6/14/2024, Eastern Time",775304,718800,925775,839938,2521893,2202635,336036,1061879,460500,786888,406127,532014,1508378
US48,"6/15/2024, Eastern Time",741040,718810,881192,809903,2199391,2039749,277010,1003905,392856,794377,402364,534398,1470002
US48,"6/16/2024, Eastern Time",695744,687793,894091,847874,2231150,2119948,253382,973886,373330,779135,406970,532489,1484824
US48,"6/17/2024, Eastern Time",738856,735575,946863,878373,2731411,2372342,316473,1017626,472702,801305,402005,551971,1552784
US48,"6/18/2024, Eastern Time",764934,721972,937090,857130,2881623,2382608,396820,970503,528597,773260,389345,532666,1500877
US48,"6/19/2024, Eastern Time",753023,701857,857337,842119,2855528,2346441,429489,976687,543998,743742,395326,512783,1357326
US48,"6/20/2024, Eastern Time",768843,712688,894531,859270,2849071,2325582,448992,1050995,560371,759645,417871,534395,1435920
US48,"6/21/2024, Eastern Time",797340,721782,928094,873997,2915857,2330295,406569,1073812,569747,773605,455039,553897,1482882
US48,"6/22/2024, Eastern Time",832205,742718,925958,850271,2882526,2252038,341643,1056877,535052,779159,418524,551727,1473937
US48,"6/23/2024, Eastern Time",872641,775375,941452,830146,2731559,2175271,346755,1077532,528587,801207,419943,539704,1490232
US48,"6/24/2024, Eastern Time",910901,818693,1033841,880238,2656926,2358233,362852,1135311,487872,845416,459345,567555,1582170
US48,"6/25/2024, Eastern Time",871924,789454,1055469,890772,2584142,2414128,355374,1157646,488333,841753,437583,564457,1617722
US48,"6/26/2024, Eastern Time",805234,834987,973790,894867,2733670,2248610,392841,1146958,525513,855882,447020,552164,1628333
US48,"6/27/2024, Eastern Time",801120,756267,944652,905759,2509870,2148245,357754,1111325,474388,794721,463663,519063,1619300
US48,"6/28/2024, Eastern Time",797919,752823,976128,877923,2384077,2148440,283691,1083308,413704,792072,458197,554676,1638719
US48,"6/29/2024, Eastern Time",743151,775956,958610,848329,2540063,2213409,296223,1039381,428966,769409,437311,569723,1623518
US48,"6/30/2024, Eastern Time",756543,775163,878321,805891,2489498,2005206,356591,1061352,459818,793498,434274,547514,1590909
US48,"7/1/2024, Eastern Time",831707,721072,933541,865609,2231714,2082885,328548,1090183,431153,811515,435375,506818,1634667
US48,"7/2/2024, Eastern Time",884281,660329,995795,917851,2333883,2156579,324478,1074403,442764,803044,452124,524279,1641730
US48,"7/3/2024, Eastern Time",930389,713726,952623,943221,2574941,2320039,328455,1087649,464048,808583,448190,571144,1624639
US48,"7/4/2024, Eastern Time",874145,753277,890759,921758,2498728,2132145,326190,1043177,468304,796341,450681,571998,1598681
US48,"7/5/2024, Eastern Time",894050,802007,820981,923373,2675092,2081607,385786,1076300,535062,788425,457128,528863,1515770
US48,"7/6/2024, Eastern Time",887715,779000,833467,900753,2682261,2022049,390804,1114366,524043,751785,442100,504506,1427578
US48,"7/7/2024, Eastern Time",862924,721709,815650,936304,2626412,2074440,400593,1112713,521388,763740,449995,512790,1398846
US48,"7/8/2024, Eastern Time",903850,781613,852626,961546,2894306,2266799,440684,1184324,575041,821181,465188,567474,1201227
US48,"7/9/2024, Eastern Time",900844,835906,878512,899632,2972339,2215959,458985,1233161,584881,819644,469517,555911,1275270
US48,"7/10/2024, Eastern Time",923757,841685,926594,895539,2924940,2188875,468400,1244023,596679,785859,466857,513145,1363368
US48,"7/11/2024, Eastern Time",960782,768866,956988,835736,2704445,2255792,460211,1239370,560345,780061,468941,525532,1386547
US48,"7/12/2024, Eastern Time",944123,724585,987122,869827,2621463,2306462,430426,1231601,537021,800344,460988,549772,1375221
US48,"7/13/2024, Eastern Time",840129,747575,978049,882680,2671314,2289077,405831,1196399,514810,799887,433310,549418,1348924
US48,"7/14/2024, Eastern Time",775311,790111,995646,890597,2703710,2318150,395732,1173379,519002,812444,421318,554948,1408225
US48,"7/15/2024, Eastern Time",880415,836310,1070947,902804,2992410,2518335,456630,1205080,582246,833593,440154,586652,1536706
US48,"7/16/2024, Eastern Time",884878,825335,1017632,897152,3060663,2386744,471449,1190949,592567,815466,454188,578746,1574337
US48,"7/17/2024, Eastern Time",868305,811484,944148,893369,2891199,2242999,457898,1186558,572022,799261,463616,559220,1521382
US48,"7/18/2024, Eastern Time",923753,770655,906559,915427,2560132,2077596,419640,1175921,523047,771612,463371,516568,1426504
US48,"7/19/2024, Eastern Time",966245,701466,889883,918207,2446436,2050049,353963,1178747,474958,720550,464479,473212,1446008
US48,"7/20/2024, Eastern Time",935474,682626,834437,912168,2332099,2010907,341796,1153755,457240,682611,464491,478487,1427778
US48,"7/21/2024, Eastern Time",875629,693795,818058,909179,2404842,2016332,357097,1115589,482653,691725,426440,491253,1381544
US48,"7/22/2024, Eastern Time",980077,731596,873390,877587,2553144,2193898,386375,1149500,526457,749814,422745,506324,1381448
US48,"7/23/2024, Eastern Time",1048180,772439,911140,890407,2644632,2195639,382008,1155089,515697,777963,461740,484349,1336969
US48,"7/24/2024, Eastern Time",1075651,762311,956910,925247,2635415,2182126,364939,1178951,522291,753780,472828,490852,1372080
US48,"7/25/2024, Eastern Time",1067772,709339,978846,916137,2574291,2189419,371406,1174776,504415,756381,463465,493851,1367333
US48,"7/26/2024, Eastern Time",1006509,695133,974774,909593,2423858,2164076,334384,1132166,459510,770610,432082,492173,1333132
US48,"7/27/2024, Eastern Time",835711,671744,940019,873738,2342857,2096549,325103,1064204,446802,720061,441775,487966,1327960
US48,"7/28/2024, Eastern Time",768448,659592,939791,865142,2403923,2146226,325694,1043554,457041,698129,427629,476229,1387036
US48,"7/29/2024, Eastern Time",836041,667701,1047004,873253,2694335,2406571,345527,1101402,512723,758877,435902,518375,1563584
US48,"7/30/2024, Eastern Time",869637,742071,1075094,879453,2769552,2469947,400720,1120117,549083,804562,444273,558087,1593416
US48,"7/31/2024, Eastern Time",898083,774480,1089103,919862,2871730,2495823,428713,1148012,565967,776459,439277,573081,1604258
US48,"8/1/2024, Eastern Time",929629,816787,1044070,935509,2956110,2467957,446480,1201554,578337,803839,437730,595294,1573011
US48,"8/2/2024, Eastern Time",968898,802773,1011858,916549,2893724,2415266,451598,1249480,580016,803341,460398,563143,1600012
US48,"8/3/2024, Eastern Time",938969,728577,972413,842559,2647814,2304873,434321,1164692,536896,744775,463895,513516,1573491
US48,"8/4/2024, Eastern Time",899739,695926,972268,794696,2554399,2292750,396935,1159190,501763,760589,468499,524734,1517443
US48,"8/5/2024, Eastern Time",985852,740321,1034984,819077,2871711,2454099,409884,1196468,544649,760339,465507,578082,1566076
US48,"8/6/2024, Eastern Time",1005224,685289,1006516,894071,2843408,2323395,377410,1185222,537462,777062,472191,585249,1592139
US48,"8/7/2024, Eastern Time",1007064,706814,988755,954313,2559109,2218689,317957,1168921,448992,805041,427292,550626,1643918
US48,"8/8/2024, Eastern Time",943978,663840,941722,971798,2518294,2215520,315100,1133932,437163,824049,440540,544136,1662808
US48,"8/9/2024, Eastern Time",944246,735275,846808,942299,2571520,2098198,370483,1111629,498953,814875,428756,530131,1610015
US48,"8/10/2024, Eastern Time",890788,752970,778766,919178,2336318,1882996,371946,1064690,459300,806514,442611,470712,1546945
US48,"8/11/2024, Eastern Time",885395,724588,790390,909719,2166249,1894416,318902,1056458,421810,771404,417176,452918,1578423
US48,"8/12/2024, Eastern Time",944182,739263,897738,924012,2330470,2109579,324306,1086048,436269,797884,432563,485569,1645392
US48,"8/13/2024, Eastern Time",929152,679228,940844,967793,2396725,2214070,319954,1063728,436644,819960,436380,519580,1660515
US48,"8/14/2024, Eastern Time",929645,688293,988854,973844,2477073,2259803,341355,1058736,465624,809560,441824,515792,1664095
US48,"8/15/2024, Eastern Time",937881,689827,993880,923732,2480651,2281070,348952,1065724,480985,810418,415705,549900,1672121
US48,"8/16/2024, Eastern Time",941657,708884,991004,866110,2545590,2315501,340586,1073719,492956,761121,417378,569947,1685379
US48,"8/17/2024, Eastern Time",852611,708871,943777,854069,2405515,2174683,311086,1061700,462051,774353,408812,537772,1648584
US48,"8/18/2024, Eastern Time",797050,710154,934873,876650,2344398,2111985,313500,1050406,454911,756811,366678,508182,1641772
US48,"8/19/2024, Eastern Time",894477,714855,954066,921868,2396312,2138636,355162,1092278,477779,776542,390462,498698,1686448
US48,"8/20/2024, Eastern Time",917699,677675,915818,921319,2112037,2042100,304914,1097882,401830,762087,461525,469389,1688446
US48,"8/21/2024, Eastern Time",927950,611759,917113,872175,2041289,1999691,284842,1089929,382126,728883,437645,439095,1688190
US48,"8/22/2024, Eastern Time",887799,597155,894643,792961,2094944,2014546,289120,1056010,389306,729172,424040,472322,1699831
US48,"8/23/2024, Eastern Time",829533,590590,920963,816529,2180370,2100512,298223,1029597,407431,698146,418768,499048,1696677
US48,"8/24/2024, Eastern Time",756819,587034,968819,808656,2208101,2141522,292976,966092,405102,675258,399398,480065,1579393
US48,"8/25/2024, Eastern Time",734160,618035,1000029,841149,2378280,2266252,310112,944379,425264,690063,383062,490307,1547763
US48,"8/26/2024, Eastern Time",855031,694341,1037234,877094,2718154,2559554,344471,999230,475589,752049,396187,533108,1524442
US48,"8/27/2024, Eastern Time",907964,741584,1014959,913588,2838024,2511709,345014,1025488,487564,793564,395209,551041,1488646
US48,"8/28/2024, Eastern Time",904794,777401,1011025,886633,2908782,2381926,393164,1036444,539447,836036,399752,565695,1492346
US48,"8/29/2024, Eastern Time",866224,806121,1005484,831250,2820825,2355102,323321,1036202,475354,806259,403377,576178,1466448
US48,"8/30/2024, Eastern Time",853273,765392,895971,847024,2567074,2273081,290453,1039706,437924,758454,401611,551938,1454870
US48,"8/31/2024, Eastern Time",817695,695163,837003,836941,2353001,2049338,304959,1027869,429079,708989,393108,503558,1433838
US48,"9/1/2024, Eastern Time",812593,682995,820087,806265,2300719,1918782,327433,1010584,436966,682999,382565,459868,1394587
US48,"9/2/2024, Eastern Time",836649,669321,788741,828680,2077889,1841906,293145,1026255,394828,746865,386316,463039,1372870
US48,"9/3/2024, Eastern Time",938330,617656,824622,854249,2051645,1963927,271885,1064953,382423,749775,406543,472635,1341925
US48,"9/4/2024, Eastern Time",1011256,590471,868062,858026,2118330,2041275,286191,1063779,392797,702094,417385,473743,1325098
US48,"9/5/2024, Eastern Time",1070218,605915,890563,866774,2234227,2125486,287849,1068899,401446,704269,435756,498755,1356334
US48,"9/6/2024, Eastern Time",1108447,602537,841121,868518,2206217,1980729,301724,1069532,415105,626375,439789,475652,1356722
US48,"9/7/2024, Eastern Time",1026200,587941,746935,861582,1917190,1681444,281421,1029609,387435,609981,417979,410391,1271855
US48,"9/8/2024, Eastern Time",1001125,524457,738088,861199,1766688,1652002,247717,1015652,338759,596525,399259,371096,1198801
US48,"9/9/2024, Eastern Time",1072106,566839,800598,863952,1984462,1853184,271448,1055799,377879,632490,399924,414935,1243755
US48,"9/10/2024, Eastern Time",974452,582958,816113,830734,2129172,1935002,281698,1047459,388966,628403,396844,441177,1295715
US48,"9/11/2024, Eastern Time",846912,582129,840081,838485,2219078,1976178,278931,1003284,389353,609106,391349,456260,1330629
US48,"9/12/2024, Eastern Time",812543,586423,849389,853718,2267384,1974157,288738,982501,408416,599604,391895,410192,1348715
US48,"9/13/2024, Eastern Time",806607,594364,841926,856020,2272876,1989877,304104,950633,420936,617989,379712,433635,1419590
US48,"9/14/2024, Eastern Time",762667,585823,831373,825798,2206531,1976694,293824,917595,411903,583044,387663,415240,1462153
US48,"9/15/2024, Eastern Time",712628,575390,851782,812403,2164424,1990631,281820,919989,404636,578667,381623,419114,1435371
US48,"9/16/2024, Eastern Time",733617,558996,876012,828334,2216688,2110949,294054,938135,415597,620785,377406,455521,1450671
US48,"9/17/2024, Eastern Time",736029,575750,879093,839626,2228818,2091115,302194,927570,422263,614514,349852,440947,1453504
US48,"9/18/2024, Eastern Time",738373,604798,895518,859898,2277641,2114488,308453,921764,421286,648177,328803,452110,1501699
US48,"9/19/2024, Eastern Time",744288,624580,933417,843477,2356744,2185141,315655,928639,434128,665305,337160,483092,1554564
US48,"9/20/2024, Eastern Time",742937,634807,922091,853504,2346452,2181013,309034,927546,429269,673635,345500,498012,1548226
US48,"9/21/2024, Eastern Time",712059,617037,869745,819946,2222450,2057113,273393,877726,387404,659052,319076,485049,1498476
US48,"9/22/2024, Eastern Time",715751,632648,747525,824192,2076352,1890494,259345,865328,372482,684807,317400,491314,1455232
US48,"9/23/2024, Eastern Time",815530,643907,726899,873537,2112121,1928055,282607,927741,389014,729941,349011,505975,1402632
US48,"9/24/2024, Eastern Time",850802,658954,738928,886707,2079909,1931405,275265,962273,376808,763337,365644,482553,1419930
US48,"9/25/2024, Eastern Time",806491,667141,746124,837307,2109745,1913419,291616,966373,384115,680996,380700,426042,1380232
US48,"9/26/2024, Eastern Time",772435,627807,757560,815920,2190929,1893511,306623,974703,406784,614708,398337,420817,1289965
US48,"9/27/2024, Eastern Time",787524,546070,745333,809796,2153893,1821437,289110,963860,393654,514378,405023,396412,1272577
US48,"9/28/2024, Eastern Time",734452,496085,729101,808445,2031586,1758615,261289,933573,368122,508957,410210,362621,1261835
US48,"9/29/2024, Eastern Time",697105,530978,742485,857355,1958410,1777218,259089,937415,360454,535989,405405,367779,1264954
US48,"9/30/2024, Eastern Time",790258,577024,796907,891289,2095605,1952565,273056,963487,380784,593705,394669,408960,1350737
US48,"10/1/2024, Eastern Time",875078,572346,741201,897956,2056659,1884898,279664,947234,378816,618416,404081,434085,1360564
US48,"10/2/2024, Eastern Time",921904,583317,735587,870817,1987153,1806507,274950,947188,374092,647517,391418,417126,1350487
US48,"10/3/2024, Eastern Time",922388,582099,786426,861377,2015683,1832990,275275,951510,369088,622883,377067,427001,1387080
US48,"10/4/2024, Eastern Time",896952,574943,787501,842596,2022538,1829413,276438,952949,370991,632362,374215,445168,1360698
US48,"10/5/2024, Eastern Time",849631,564960,770674,795894,1897559,1776814,253641,919011,346119,620962,366885,434741,1319967
US48,"10/6/2024, Eastern Time",836162,543385,731859,702689,1867359,1757903,245324,892526,337242,613089,363332,431694,1341866
US48,"10/7/2024, Eastern Time",907273,587238,722944,695694,1954586,1792059,291416,937160,375050,653209,374092,412384,1359077
US48,"10/8/2024, Eastern Time",880305,548353,721367,707416,1891351,1750797,264999,930033,358371,617953,367242,386588,1300041
US48,"10/9/2024, Eastern Time",831835,515792,739227,677329,1897136,1753132,269564,928118,328198,607598,355551,386123,1256025
US48,"10/10/2024, Eastern Time",802720,507085,754350,519220,1890480,1789504,268185,927502,360125,583154,363293,387755,1286833
US48,"10/11/2024, Eastern Time",779733,496302,764127,561686,1900024,1782781,263764,928020,354992,552080,355167,383431,1295032
US48,"10/12/2024, Eastern Time",709676,482218,746253,613309,1790562,1692488,240004,886114,327886,521813,340409,368525,1289809
US48,"10/13/2024, Eastern Time",675461,490688,709021,661891,1784679,1669349,269337,867256,349858,532444,330358,387413,1308081
US48,"10/14/2024, Eastern Time",739918,532819,699414,714465,1886578,1766093,293765,910418,373774,574331,333575,374351,1312375
US48,"10/15/2024, Eastern Time",759704,512486,704163,712369,1953568,1780400,283599,916217,370140,550291,324441,383867,1305882
US48,"10/16/2024, Eastern Time",761979,526824,697413,631412,1989753,1744238,283648,919579,371418,554766,312562,399523,1120442
US48,"10/17/2024, Eastern Time",737425,548812,708442,573357,1995958,1747471,281803,936440,365921,575095,306803,404743,1076920
US48,"10/18/2024, Eastern Time",700675,537436,734639,592582,1957050,1711559,271049,936705,359360,567491,280303,393882,1108969
US48,"10/19/2024, Eastern Time",662302,500214,624520,624770,1810107,1608652,249568,864118,334870,526863,252194,363670,1118734
US48,"10/20/2024, Eastern Time",642203,489695,611539,642889,1785396,1606668,247738,851165,330021,521940,252328,362583,1133500
US48,"10/21/2024, Eastern Time",700649,524732,685132,685806,1952847,1747627,269898,901182,363870,560804,272193,389055,1203134
US48,"10/22/2024, Eastern Time",721785,529151,745234,720945,1977673,1753662,271298,920414,373493,574296,283048,389734,1253483
US48,"10/23/2024, Eastern Time",730414,538530,747832,712757,1953910,1747701,274872,947066,376031,584110,292378,394375,1301903
US48,"10/24/2024, Eastern Time",721393,530675,761355,688251,1906829,1755623,274680,959123,366182,586856,296862,390450,1310625
US48,"10/25/2024, Eastern Time",705496,518629,728534,689491,1917059,1731637,262029,940522,361117,578843,289892,397232,1309965
US48,"10/26/2024, Eastern Time",673609,503991,677778,666108,1774656,1619381,251015,875882,337178,556211,287027,361048,1254209
US48,"10/27/2024, Eastern Time",663824,476975,679687,643807,1806310,1612321,254454,858316,340857,531966,288270,353522,1240916
US48,"10/28/2024, Eastern Time",709500,518554,755249,660439,1994431,1770522,287146,929410,369182,557493,291962,388036,1312847
US48,"10/29/2024, Eastern Time",692563,526609,785854,698734,1998296,1838568,306333,941895,380778,571062,274780,399142,1350826
US48,"10/30/2024, Eastern Time",701082,537379,769959,730025,2001878,1868294,289203,977168,369942,588147,253911,398003,1365629
US48,"10/31/2024, Eastern Time",700804,538371,695889,704747,1992973,1807724,279407,973634,376387,596120,250801,395232,1275329
US48,"11/1/2024, Eastern Time",690022,537529,691587,716527,1938436,1737006,281066,957572,380282,577725,252459,377921,1182473
US48,"11/2/2024, Eastern Time",679851,499946,672319,700353,1790902,1662753,260039,908962,345239,556735,247227,358717,1189352
US48,"11/3/2024, Eastern Time",632097,493494,678834,721735,1891620,1717571,277418,949911,358226,558763,260362,380631,1286953
US48,"11/4/2024, Eastern Time",669456,520033,699064,722148,1977697,1808323,312630,976937,385333,570705,252568,392754,1301960
US48,"11/5/2024, Eastern Time",695086,538344,691559,741643,1989054,1811940,287264,986965,371794,599386,255949,398545,1143206
US48,"11/6/2024, Eastern Time",673232,554799,699185,793549,2007690,1796333,288930,1008055,386179,608458,257756,406848,1122221
US48,"11/7/2024, Eastern Time",670293,566146,702623,793149,1982428,1786015,280777,1002456,378476,595661,262171,402141,1205850
US48,"11/8/2024, Eastern Time",685163,562888,703375,761006,1918918,1761818,276178,986606,367491,607701,263051,380414,1214473
US48,"11/9/2024, Eastern Time",654884,482536,666530,718124,1835680,1670212,265149,951409,344838,557996,253426,357246,1095948
US48,"11/10/2024, Eastern Time",631081,485530,654862,711794,1866053,1633591,275250,916020,355474,529028,246022,353769,1104852
US48,"11/11/2024, Eastern Time",696430,526717,690289,743449,1941333,1740631,283501,952424,374033,571322,255191,375134,1153366
US48,"11/12/2024, Eastern Time",699878,521071,699142,748431,1968920,1782309,290625,992215,377863,541205,255668,375792,1133761
US48,"11/13/2024, Eastern Time",713543,537488,700028,713442,2039088,1818040,305963,995356,387730,539592,257414,383641,1142912
