,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density,Suitability
1758,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1759,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1760,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1761,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1762,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1763,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1764,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1765,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1766,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1767,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1768,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1769,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1770,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1771,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1772,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1773,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1774,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1775,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1776,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1777,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1778,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1779,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1780,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1781,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1782,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1783,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1784,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1785,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1786,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1787,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1788,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1789,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1790,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1791,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1792,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1793,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1794,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1795,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1796,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1797,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1798,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1799,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1800,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1801,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1802,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1803,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1804,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1805,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1806,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1807,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1808,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1809,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1810,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1811,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1812,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1813,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1814,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1815,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1816,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1817,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Low,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1818,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1819,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1820,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1821,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1822,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1823,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1824,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1825,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1826,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1827,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1828,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1829,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1830,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1831,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1832,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1833,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1834,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1835,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1836,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1837,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1838,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1839,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1840,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1841,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1842,Akron,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Summit County,Unknown,Unknown,High Suitability
1843,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1844,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1845,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1846,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1847,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1848,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1849,Akron,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Summit County,Unknown,Unknown,High Suitability
1850,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1851,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Moderate,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1852,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1853,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1854,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1855,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1856,Akron,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Summit County,Unknown,Unknown,High Suitability
1857,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1858,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1859,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1860,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1861,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1862,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1863,Akron,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Summit County,Unknown,Unknown,High Suitability
1864,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1865,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Moderate,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1866,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1867,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1868,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1869,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1870,Akron,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Summit County,Unknown,Unknown,High Suitability
1871,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1872,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1873,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1874,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1875,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
1876,Cleveland,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Cuyahoga County,Unknown,Unknown,High Suitability
1877,Akron,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Summit County,Unknown,Unknown,High Suitability
1878,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Washington County,Unknown,Unknown,High Suitability
1879,Columbus,OH,High,Moderate,Moderate,Growing,292.5,138.4,Moderate,Low,Low,Low,Low,High,5,High,High,Franklin County,Unknown,Unknown,High Suitability
