,State,County,IXP_Count,Regional Electricity Demand,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
2285,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2286,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2287,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2288,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2289,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2290,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2291,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2292,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2293,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2294,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2295,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2296,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2297,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2298,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2299,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2300,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2301,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2302,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2303,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2304,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2305,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2306,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2307,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2308,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2309,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2310,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2311,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2312,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2313,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2314,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2315,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2316,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2317,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2318,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2319,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2320,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2321,TX,Potter County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2322,TX,Randall County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2323,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2324,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2325,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2326,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2327,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2328,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2329,TX,El Paso County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2330,TX,Hudspeth County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2331,TX,Unknown,18,Moderate,Low,Moderate,106.1,281.5,High,High
2332,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2333,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2334,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2335,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2336,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2337,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2338,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2339,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2340,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2341,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2342,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2343,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2344,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2345,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2346,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2347,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2348,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2349,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2350,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2351,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2352,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2353,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2354,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2355,TX,Travis County,18,Moderate,High,Moderate,106.1,281.5,High,High
2356,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2357,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2358,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2359,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2360,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2361,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2362,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2363,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2364,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2365,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2366,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2367,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2368,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2369,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2370,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2371,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2372,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2373,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2374,TX,Potter County,18,Moderate,High,Moderate,106.1,281.5,High,High
2375,TX,Randall County,18,Moderate,High,Moderate,106.1,281.5,High,High
2376,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2377,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2378,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2379,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2380,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2381,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2382,TX,El Paso County,18,Moderate,High,Moderate,106.1,281.5,High,High
2383,TX,Hudspeth County,18,Moderate,High,Moderate,106.1,281.5,High,High
2384,TX,Unknown,18,Moderate,High,Moderate,106.1,281.5,High,High
2385,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2386,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2387,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2388,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2389,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2390,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2391,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2392,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2393,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2394,TX,Bexar County,18,Moderate,High,Moderate,106.1,281.5,High,High
2395,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2396,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2397,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2398,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2399,TX,Bexar County,18,Moderate,High,Moderate,106.1,281.5,High,High
2400,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2401,TX,Travis County,18,Moderate,High,Moderate,106.1,281.5,High,High
2402,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2403,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2404,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2405,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2406,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2407,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2408,TX,Travis County,18,Moderate,High,Moderate,106.1,281.5,High,High
2409,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2410,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2411,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2412,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2413,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2414,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2415,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2416,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2417,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2418,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2419,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2420,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2421,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2422,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2423,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2424,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2425,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2426,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2427,TX,Potter County,18,Moderate,High,Moderate,106.1,281.5,High,High
2428,TX,Randall County,18,Moderate,High,Moderate,106.1,281.5,High,High
2429,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2430,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2431,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2432,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2433,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2434,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2435,TX,El Paso County,18,Moderate,High,Moderate,106.1,281.5,High,High
2436,TX,Hudspeth County,18,Moderate,High,Moderate,106.1,281.5,High,High
2437,TX,Unknown,18,Moderate,High,Moderate,106.1,281.5,High,High
2438,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2439,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2440,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2441,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2442,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2443,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2444,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2445,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2446,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2447,TX,Bexar County,18,Moderate,High,Moderate,106.1,281.5,High,High
2448,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2449,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2450,TX,Tulsa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2451,TX,Santa Rosa County,18,Moderate,High,Moderate,106.1,281.5,High,High
2452,TX,Bexar County,18,Moderate,High,Moderate,106.1,281.5,High,High
2453,TX,Harris County,18,Moderate,High,Moderate,106.1,281.5,High,High
2454,TX,Travis County,18,Moderate,High,Moderate,106.1,281.5,High,High
2455,TX,Dallas County,18,Moderate,High,Moderate,106.1,281.5,High,High
2456,TX,Eddy County,18,Moderate,High,Moderate,106.1,281.5,High,High
2457,TX,Montgomery County,18,Moderate,High,Moderate,106.1,281.5,High,High
2458,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2459,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2460,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2461,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2462,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2463,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2464,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2465,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2466,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2467,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2468,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2469,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2470,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2471,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2472,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2473,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2474,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2475,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2476,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2477,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2478,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2479,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2480,TX,Potter County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2481,TX,Randall County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2482,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2483,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2484,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2485,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2486,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2487,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2488,TX,El Paso County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2489,TX,Hudspeth County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2490,TX,Unknown,18,Moderate,Low,Moderate,106.1,281.5,High,High
2491,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2492,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2493,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2494,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2495,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2496,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2497,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2498,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2499,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2500,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2501,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2502,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2503,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2504,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2505,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2506,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2507,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2508,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2509,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2510,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2511,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2512,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2513,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2514,TX,Travis County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2515,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2516,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2517,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2518,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2519,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2520,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2521,TX,Harris County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2522,TX,Tulsa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2523,TX,Santa Rosa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2524,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2525,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2526,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2527,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2528,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2529,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2530,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2531,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2532,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2533,TX,Potter County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2534,TX,Randall County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2535,TX,Harris County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2536,TX,Tulsa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2537,TX,Santa Rosa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2538,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2539,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2540,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2541,TX,El Paso County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2542,TX,Hudspeth County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2543,TX,Unknown,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2544,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2545,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2546,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2547,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2548,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2549,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2550,TX,Harris County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2551,TX,Tulsa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2552,TX,Santa Rosa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2553,TX,Bexar County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2554,TX,Harris County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2555,TX,Harris County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2556,TX,Tulsa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2557,TX,Santa Rosa County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2558,TX,Bexar County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2559,TX,Harris County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2560,TX,Travis County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2561,TX,Dallas County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2562,TX,Eddy County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2563,TX,Montgomery County,18,Moderate,Moderate,Moderate,106.1,281.5,High,High
2564,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2565,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2566,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2567,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2568,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2569,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2570,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2571,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2572,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2573,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2574,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2575,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2576,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2577,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2578,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2579,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2580,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2581,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2582,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2583,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2584,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2585,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2586,TX,Potter County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2587,TX,Randall County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2588,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2589,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2590,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2591,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2592,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2593,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2594,TX,El Paso County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2595,TX,Hudspeth County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2596,TX,Unknown,18,Moderate,Low,Moderate,106.1,281.5,High,High
2597,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2598,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2599,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2600,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2601,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2602,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2603,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2604,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2605,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2606,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2607,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2608,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2609,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2610,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2611,TX,Bexar County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2612,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2613,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2614,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2615,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2616,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2617,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2618,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2619,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2620,TX,Travis County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2621,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2622,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2623,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2624,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2625,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2626,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2627,TX,Harris County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2628,TX,Tulsa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2629,TX,Santa Rosa County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2630,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2631,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2632,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2633,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2634,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2635,TX,Montgomery County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2636,TX,Dallas County,18,Moderate,Low,Moderate,106.1,281.5,High,High
2637,TX,Eddy County,18,Moderate,Low,Moderate,106.1,281.5,High,High
