,State,County,IXP_Count,Regional Electricity Demand,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
0,AK,Anchorage Municipality County,1,Moderate,Unknown,High,137.6,138.8,High,Low
1,AK,Kenai Peninsula County,1,Moderate,Unknown,High,137.6,138.8,High,Low
2,AK,Kenai Peninsula Borough County,1,Moderate,Unknown,High,137.6,138.8,High,Low
3,AL,Montgomery County,2,Low,Low,Moderate,122.8,186.9,Low,High
4,AL,Lee County,2,Low,Low,Moderate,122.8,186.9,Low,High
5,AL,Montgomery County,2,Low,Low,Moderate,122.8,186.9,Low,High
6,AL,Lee County,2,Low,Low,Moderate,122.8,186.9,Low,High
7,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
8,AZ,Coconino County,8,Low,High,Moderate,84.8,108.6,Moderate,High
9,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
10,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
11,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
12,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
13,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
14,AZ,Pima County,8,Low,High,Moderate,84.8,108.6,Moderate,High
15,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
16,AZ,Coconino County,8,Low,High,Moderate,84.8,108.6,Moderate,High
17,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
18,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
19,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
20,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
21,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
22,AZ,Pima County,8,Low,High,Moderate,84.8,108.6,Moderate,High
23,AZ,Maricopa County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
24,AZ,Coconino County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
25,AZ,Maricopa County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
26,AZ,Maricopa County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
27,AZ,Maricopa County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
28,AZ,Maricopa County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
29,AZ,Maricopa County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
30,AZ,Pima County,8,Low,Moderate,Moderate,84.8,108.6,Moderate,High
31,AZ,Maricopa County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
32,AZ,Coconino County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
33,AZ,Maricopa County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
34,AZ,Maricopa County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
35,AZ,Maricopa County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
36,AZ,Maricopa County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
37,AZ,Maricopa County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
38,AZ,Pima County,8,Low,Low,Moderate,84.8,108.6,Moderate,High
39,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
40,AZ,Coconino County,8,Low,High,Moderate,84.8,108.6,Moderate,High
41,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
42,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
43,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
44,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
45,AZ,Maricopa County,8,Low,High,Moderate,84.8,108.6,Moderate,High
46,AZ,Pima County,8,Low,High,Moderate,84.8,108.6,Moderate,High
47,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
48,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
49,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
50,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
51,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
52,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
53,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
54,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
55,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
56,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
57,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
58,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
59,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
60,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
61,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
62,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
63,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
64,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
65,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
66,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
67,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
68,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
69,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
70,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
71,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
72,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
73,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
74,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
75,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
76,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
77,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
78,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
79,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
80,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
81,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
82,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
83,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
84,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
85,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
86,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
87,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
88,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
89,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
90,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
91,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
92,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
93,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
94,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
95,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
96,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
97,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
98,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
99,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
100,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
101,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
102,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
103,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
104,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
105,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
106,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
107,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
108,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
109,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
110,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
111,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
112,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
113,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
114,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
115,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
116,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
117,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
118,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
119,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
120,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
121,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
122,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
123,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
124,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
125,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
126,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
127,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
128,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
129,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
130,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
131,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
132,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
133,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
134,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
135,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
136,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
137,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
138,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
139,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
140,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
141,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
142,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
143,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
144,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
145,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
146,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
147,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
148,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
149,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
150,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
151,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
152,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
153,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
154,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
155,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
156,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
157,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
158,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
159,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
160,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
161,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
162,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
163,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
164,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
165,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
166,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
167,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
168,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
169,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
170,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
171,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
172,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
173,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
174,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
175,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
176,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
177,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
178,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
179,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
180,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
181,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
182,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
183,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
184,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
185,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
186,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
187,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
188,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
189,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
190,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
191,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
192,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
193,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
194,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
195,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
196,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
197,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
198,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
199,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
200,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
201,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
202,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
203,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
204,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
205,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
206,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
207,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
208,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
209,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
210,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
211,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
212,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
213,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
214,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
215,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
216,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
217,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
218,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
219,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
220,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
221,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
222,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
223,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
224,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
225,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
226,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
227,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
228,CA,San Francisco County,27,Low,Moderate,Moderate,140.0,248.1,High,High
229,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
230,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
231,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
232,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
233,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
234,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
235,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
236,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
237,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
238,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
239,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
240,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
241,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
242,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
243,CA,San Francisco County,27,Low,Moderate,Moderate,140.0,248.1,High,High
244,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
245,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
246,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
247,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
248,CA,Sacramento County,27,Low,Moderate,Moderate,140.0,248.1,High,High
249,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
250,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
251,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
252,CA,San Francisco County,27,Low,Moderate,Moderate,140.0,248.1,High,High
253,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
254,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
255,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
256,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
257,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
258,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
259,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
260,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
261,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
262,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
263,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
264,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
265,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
266,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
267,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
268,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
269,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
270,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
271,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
272,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
273,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
274,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
275,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
276,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
277,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
278,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
279,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
280,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
281,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
282,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
283,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
284,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
285,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
286,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
287,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
288,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
289,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
290,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
291,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
292,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
293,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
294,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
295,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
296,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
297,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
298,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
299,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
300,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
301,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
302,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
303,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
304,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
305,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
306,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
307,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
308,CA,Sacramento County,27,Low,High,Moderate,140.0,248.1,High,High
309,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
310,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
311,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
312,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
313,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
314,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
315,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
316,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
317,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
318,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
319,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
320,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
321,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
322,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
323,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
324,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
325,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
326,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
327,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
328,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
329,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
330,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
331,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
332,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
333,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
334,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
335,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
336,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
337,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
338,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
339,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
340,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
341,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
342,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
343,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
344,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
345,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
346,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
347,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
348,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
349,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
350,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
351,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
352,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
353,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
354,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
355,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
356,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
357,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
358,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
359,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
360,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
361,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
362,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
363,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
364,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
365,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
366,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
367,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
368,CA,Sacramento County,27,Low,High,Moderate,140.0,248.1,High,High
369,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
370,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
371,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
372,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
