,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density
1600,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Wake County,Unknown,Unknown
1601,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown
1602,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown
1603,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown
1604,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Wake County,Unknown,Unknown
1605,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown
1606,Fargo,ND,Low,Moderate,Low,Growing,197.7,99.1,Moderate,Low,Low,Low,Low,Moderate,1,High,High,Cass County,Unknown,Unknown
1607,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1608,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1609,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1610,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1611,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1612,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Moderate,Moderate,1,High,High,Douglas County,Unknown,Unknown
1613,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Moderate,Moderate,Moderate,1,High,High,Douglas County,Unknown,Unknown
1614,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1615,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1616,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1617,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1618,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Moderate,Moderate,Moderate,1,High,High,Douglas County,Unknown,Unknown
1619,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1620,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown
1621,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,Moderate,Low,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown
1622,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,High,Moderate,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown
1623,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,High,High,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown
1624,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,Low,Low,Moderate,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown
1625,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,Moderate,Moderate,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown
1626,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Low,Low,Low,Low,Low,1,High,High,Bernalillo County,Unknown,Unknown
1627,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Low,Low,Moderate,Moderate,Low,1,High,High,Bernalillo County,Unknown,Unknown
1628,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Moderate,Moderate,High,Low,Low,1,High,High,Bernalillo County,Unknown,Unknown
1629,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Moderate,Moderate,Moderate,Moderate,Low,1,High,High,Bernalillo County,Unknown,Unknown
1630,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Clark County,Unknown,Unknown
1631,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Clark County,Unknown,Unknown
1632,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Clark County,Unknown,Unknown
1633,Reno,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Unknown,Unknown,Unknown
1634,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Clark County,Unknown,Unknown
1635,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Clark County,Unknown,Unknown
1636,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Clark County,Unknown,Unknown
1637,Reno,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Unknown,Unknown,Unknown
1638,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1639,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1640,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1641,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1642,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1643,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1644,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1645,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1646,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1647,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1648,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1649,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,Unknown,Unknown,Albany County,Limited,High
1650,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1651,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1652,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1653,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1654,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1655,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1656,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High
1657,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High
1658,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1659,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1660,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1661,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1662,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1663,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1664,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1665,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1666,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1667,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1668,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1669,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1670,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1671,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1672,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1673,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1674,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1675,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1676,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1677,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1678,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1679,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1680,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1681,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1682,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1683,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1684,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1685,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1686,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1687,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1688,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1689,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1690,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1691,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1692,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1693,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1694,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1695,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1696,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1697,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1698,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1699,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1700,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1701,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1702,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1703,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1704,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1705,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1706,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1707,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1708,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1709,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1710,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1711,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1712,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1713,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1714,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1715,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1716,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1717,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1718,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1719,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1720,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1721,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1722,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1723,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1724,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1725,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1726,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1727,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1728,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1729,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1730,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1731,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1732,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1733,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1734,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1735,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1736,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1737,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1738,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1739,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1740,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1741,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1742,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1743,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1744,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1745,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1746,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1747,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1748,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1749,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1750,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1751,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1752,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1753,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1754,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1755,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1756,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High
1757,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High
1758,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1759,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1760,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1761,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1762,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1763,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1764,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1765,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1766,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1767,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1768,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1769,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1770,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1771,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1772,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1773,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1774,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1775,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1776,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,New York County,Excellent,High
1777,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Moderate,Moderate,Moderate,Moderate,Low,11,High,High,Kings County,Excellent,High
1778,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1779,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1780,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown
1781,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1782,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1783,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1784,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1785,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1786,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1787,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1788,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1789,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High
1790,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1791,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
1792,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High
1793,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High
