,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density
819,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
820,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
821,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
822,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High
823,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
824,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
825,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
826,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
827,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
828,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
829,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
830,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
831,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
832,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
833,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
834,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
835,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
836,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
837,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
838,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
839,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
840,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
841,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
842,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
843,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
844,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
845,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
846,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
847,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Denver County,Limited,High
848,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Adams County,Limited,High
849,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Denver County,Limited,High
850,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Adams County,Limited,High
851,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Denver County,Limited,High
852,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Adams County,Limited,High
853,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Denver County,Limited,High
854,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Adams County,Limited,High
855,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Denver County,Limited,High
856,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Moderate,Low,Moderate,Low,Unknown,5,High,High,Adams County,Limited,High
857,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
858,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
859,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
860,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
861,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
862,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
863,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
864,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
865,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
866,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
867,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
868,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
869,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
870,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
871,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
872,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
873,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
874,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
875,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
876,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
877,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
878,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
879,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
880,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
881,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
882,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
883,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
884,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
885,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
886,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
887,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
888,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
889,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
890,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
891,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
892,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
893,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
894,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
895,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
896,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
897,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
898,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
899,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
900,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
901,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
902,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
903,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
904,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
905,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
906,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
907,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
908,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
909,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
910,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
911,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
912,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
913,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
914,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
915,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
916,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
917,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
918,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
919,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
920,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
921,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
922,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
923,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
924,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
925,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Denver County,Limited,High
926,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Moderate,Unknown,5,High,High,Adams County,Limited,High
927,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Denver County,Limited,High
928,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Adams County,Limited,High
929,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Denver County,Limited,High
930,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Adams County,Limited,High
931,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Denver County,Limited,High
932,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Adams County,Limited,High
933,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Denver County,Limited,High
934,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Adams County,Limited,High
935,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Denver County,Limited,High
936,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,High,High,High,High,Unknown,5,High,High,Adams County,Limited,High
937,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Denver County,Limited,High
938,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Adams County,Limited,High
939,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Denver County,Limited,High
940,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Adams County,Limited,High
941,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Denver County,Limited,High
942,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Adams County,Limited,High
943,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Denver County,Limited,High
944,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Adams County,Limited,High
945,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Denver County,Limited,High
946,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Low,Low,Unknown,5,High,High,Adams County,Limited,High
947,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Denver County,Limited,High
948,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Adams County,Limited,High
949,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Denver County,Limited,High
950,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Adams County,Limited,High
951,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Denver County,Limited,High
952,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Adams County,Limited,High
953,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Denver County,Limited,High
954,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Adams County,Limited,High
955,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Denver County,Limited,High
956,Denver,CO,Moderate,Moderate,Low,Shrinking,108.3,102.2,Low,Low,Low,Moderate,Moderate,Unknown,5,High,High,Adams County,Limited,High
957,Hartford,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,High,Moderate,High,Low,Low,1,High,High,Hartford County,Moderate,High
958,New Haven,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,High,Moderate,High,Low,Low,1,High,High,New Haven County,Moderate,High
959,Hartford,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,Low,Low,Low,Low,Low,1,High,High,Hartford County,Moderate,High
960,New Haven,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,Low,Low,Low,Low,Low,1,High,High,New Haven County,Moderate,High
961,Hartford,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,Moderate,Low,High,Low,Low,1,High,High,Hartford County,Moderate,High
962,New Haven,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,Moderate,Low,High,Low,Low,1,High,High,New Haven County,Moderate,High
963,Hartford,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,Low,Low,Low,Moderate,Low,1,High,High,Hartford County,Moderate,High
964,New Haven,CT,Moderate,Low,Moderate,Growing,188.8,107.3,Low,Low,Low,Low,Moderate,Low,1,High,High,New Haven County,Moderate,High
965,Washington,DC,Unknown,Unknown,Unknown,Unknown,194.2,104.6,Low,Moderate,Moderate,High,Moderate,High,2,High,High,District Of Columbia County,Unknown,Unknown
966,Washington,DC,Unknown,Unknown,Unknown,Unknown,194.2,104.6,Low,Moderate,Moderate,High,Moderate,High,2,High,High,District of Columbia County,Unknown,Unknown
967,Washington,DC,Unknown,Unknown,Unknown,Unknown,194.2,104.6,Low,Moderate,Moderate,High,Moderate,High,2,High,High,District Of Columbia County,Unknown,Unknown
968,Washington,DC,Unknown,Unknown,Unknown,Unknown,194.2,104.6,Low,Moderate,Moderate,High,Moderate,High,2,High,High,District of Columbia County,Unknown,Unknown
969,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
970,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
971,Orlando,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Orange County,Unknown,Unknown
972,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
973,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
974,Jacksonville,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Duval County,Unknown,Unknown
975,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
976,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
977,Tampa,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Hillsborough County,Unknown,Unknown
978,Tampa,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Moderate,Low,10,High,High,Hillsborough County,Unknown,Unknown
979,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Miami-Dade County,Unknown,Unknown
980,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Miami-Dade County,Unknown,Unknown
981,Orlando,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Orange County,Unknown,Unknown
982,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Miami-Dade County,Unknown,Unknown
983,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Miami-Dade County,Unknown,Unknown
984,Jacksonville,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Duval County,Unknown,Unknown
985,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Miami-Dade County,Unknown,Unknown
986,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Miami-Dade County,Unknown,Unknown
987,Tampa,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Hillsborough County,Unknown,Unknown
988,Tampa,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Low,Low,Low,Low,Low,10,High,High,Hillsborough County,Unknown,Unknown
989,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Miami-Dade County,Unknown,Unknown
990,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Miami-Dade County,Unknown,Unknown
991,Orlando,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Orange County,Unknown,Unknown
992,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Miami-Dade County,Unknown,Unknown
993,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Miami-Dade County,Unknown,Unknown
994,Jacksonville,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Duval County,Unknown,Unknown
995,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Miami-Dade County,Unknown,Unknown
996,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Miami-Dade County,Unknown,Unknown
997,Tampa,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Hillsborough County,Unknown,Unknown
998,Tampa,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,High,Low,10,High,High,Hillsborough County,Unknown,Unknown
999,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
1000,Miami,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,Moderate,Low,10,High,High,Miami-Dade County,Unknown,Unknown
1001,Orlando,FL,High,High,High,Shrinking,157.7,84.1,Moderate,Moderate,Moderate,Moderate,Moderate,Low,10,High,High,Orange County,Unknown,Unknown
